sample,time_s,sensor,message_type,yaw_deg,pitch_deg,roll_deg,mag_x_gauss,mag_y_gauss,mag_z_gauss,accel_x_mps2,accel_y_mps2,accel_z_mps2,gyro_x_radps,gyro_y_radps,gyro_z_radps,gps_time_s,gps_week,ins_status,latitude_deg,longitude_deg,altitude_m,vel_n_mps,vel_e_mps,vel_d_mps,raw_message
249,9.960056211000847,vn200,VNYMR,-83.459,6.619,0.075,0.026,0.0519,0.2615,1.111,-0.045,-9.543,8.5e-05,-7.7e-05,-0.001579,,,,,,,,,,"$VNYMR,-083.459,+006.619,+000.075,+00.0260,+00.0519,+00.2615,+01.111,-00.045,-09.543,+00.000085,-00.000077,-00.001579*65"
250,10.000056353001128,vn200,VNYMR,-83.458,6.62,0.075,0.0267,0.0541,0.2648,1.101,-0.016,-9.53,0.000642,0.000108,0.000539,,,,,,,,,,"$VNYMR,-083.458,+006.620,+000.075,+00.0267,+00.0541,+00.2648,+01.101,-00.016,-09.530,+00.000642,+00.000108,+00.000539*6E"
251,10.040058070000669,vn200,VNYMR,-83.459,6.62,0.075,0.025,0.0536,0.2631,1.092,-0.021,-9.535,9.7e-05,-0.000889,-0.00114,,,,,,,,,,"$VNYMR,-083.459,+006.620,+000.075,+00.0250,+00.0536,+00.2631,+01.092,-00.021,-09.535,+00.000097,-00.000889,-00.001140*6A"
252,10.080056194001372,vn200,VNYMR,-83.458,6.62,0.075,0.0262,0.056,0.2634,1.126,-0.004,-9.532,0.000196,-0.000425,0.000708,,,,,,,,,,"$VNYMR,-083.458,+006.620,+000.075,+00.0262,+00.0560,+00.2634,+01.126,-00.004,-09.532,+00.000196,-00.000425,+00.000708*65"
253,10.120056837000448,vn200,VNYMR,-83.457,6.62,0.075,0.0258,0.0543,0.2622,1.113,-0.013,-9.575,-0.000801,-0.000354,-0.000717,,,,,,,,,,"$VNYMR,-083.457,+006.620,+000.075,+00.0258,+00.0543,+00.2622,+01.113,-00.013,-09.575,-00.000801,-00.000354,-00.000717*6E"
254,10.160058942999967,vn200,VNYMR,-83.456,6.62,0.074,0.0267,0.0533,0.2629,1.093,-0.016,-9.54,0.000148,0.000131,0.000605,,,,,,,,,,"$VNYMR,-083.456,+006.620,+000.074,+00.0267,+00.0533,+00.2629,+01.093,-00.016,-09.540,+00.000148,+00.000131,+00.000605*65"
255,10.20006110400027,vn200,VNYMR,-83.457,6.62,0.074,0.0262,0.0538,0.2622,1.127,-0.012,-9.535,-0.000655,0.000114,-0.000326,,,,,,,,,,"$VNYMR,-083.457,+006.620,+000.074,+00.0262,+00.0538,+00.2622,+01.127,-00.012,-09.535,-00.000655,+00.000114,-00.000326*61"
256,10.240058006000254,vn200,VNYMR,-83.457,6.621,0.074,0.026,0.0555,0.2648,1.108,0.004,-9.538,0.000468,0.000345,0.000229,,,,,,,,,,"$VNYMR,-083.457,+006.621,+000.074,+00.0260,+00.0555,+00.2648,+01.108,+00.004,-09.538,+00.000468,+00.000345,+00.000229*60"
257,10.280056815001444,vn200,VNYMR,-83.459,6.622,0.073,0.0258,0.0553,0.2626,1.125,-0.012,-9.577,-0.000405,-0.000187,0.000363,,,,,,,,,,"$VNYMR,-083.459,+006.622,+000.073,+00.0258,+00.0553,+00.2626,+01.125,-00.012,-09.577,-00.000405,-00.000187,+00.000363*62"
258,10.320056106000266,vn200,VNYMR,-83.458,6.622,0.073,0.0253,0.0543,0.2643,1.106,0.001,-9.563,7.2e-05,0.000736,-3e-06,,,,,,,,,,"$VNYMR,-083.458,+006.622,+000.073,+00.0253,+00.0543,+00.2643,+01.106,+00.001,-09.563,+00.000072,+00.000736,-00.000003*61"
259,10.360056101000737,vn200,VNYMR,-83.458,6.622,0.072,0.0267,0.0531,0.2636,1.101,-0.018,-9.529,-0.000191,0.001774,-0.000188,,,,,,,,,,"$VNYMR,-083.458,+006.622,+000.072,+00.0267,+00.0531,+00.2636,+01.101,-00.018,-09.529,-00.000191,+00.001774,-00.000188*68"
260,10.400058262001039,vn200,VNYMR,-83.459,6.62,0.075,0.0257,0.0536,0.2636,1.103,-0.02,-9.534,0.000364,-0.000436,-0.000293,,,,,,,,,,"$VNYMR,-083.459,+006.620,+000.075,+00.0257,+00.0536,+00.2636,+01.103,-00.020,-09.534,+00.000364,-00.000436,-00.000293*68"
261,10.440058349000537,vn200,VNYMR,-83.459,6.62,0.075,0.0264,0.0531,0.2629,1.109,-0.021,-9.515,0.000649,0.000495,4e-05,,,,,,,,,,"$VNYMR,-083.459,+006.620,+000.075,+00.0264,+00.0531,+00.2629,+01.109,-00.021,-09.515,+00.000649,+00.000495,+00.000040*66"
262,10.4800582150001,vn200,VNYMR,-83.461,6.62,0.074,0.0264,0.0541,0.2653,1.109,-0.008,-9.533,-0.000167,0.001149,0.000179,,,,,,,,,,"$VNYMR,-083.461,+006.620,+000.074,+00.0264,+00.0541,+00.2653,+01.109,-00.008,-09.533,-00.000167,+00.001149,+00.000179*6A"
263,10.520058635000169,vn200,VNYMR,-83.46,6.621,0.074,0.026,0.0558,0.2631,1.113,-0.012,-9.547,0.00062,-0.000113,-0.000132,,,,,,,,,,"$VNYMR,-083.460,+006.621,+000.074,+00.0260,+00.0558,+00.2631,+01.113,-00.012,-09.547,+00.000620,-00.000113,-00.000132*62"
264,10.560058574001232,vn200,VNYMR,-83.46,6.62,0.073,0.0265,0.0541,0.2643,1.106,-0.014,-9.525,-0.000147,-0.001023,0.00065,,,,,,,,,,"$VNYMR,-083.460,+006.620,+000.073,+00.0265,+00.0541,+00.2643,+01.106,-00.014,-09.525,-00.000147,-00.001023,+00.000650*6C"
265,10.600057624000328,vn200,VNYMR,-83.46,6.619,0.073,0.026,0.0548,0.2634,1.09,-0.021,-9.543,0.000322,0.000481,0.000803,,,,,,,,,,"$VNYMR,-083.460,+006.619,+000.073,+00.0260,+00.0548,+00.2634,+01.090,-00.021,-09.543,+00.000322,+00.000481,+00.000803*66"
266,10.640057582000736,vn200,VNYMR,-83.459,6.62,0.073,0.0253,0.0543,0.2643,1.095,-0.004,-9.551,-0.000681,0.000284,-3.1e-05,,,,,,,,,,"$VNYMR,-083.459,+006.620,+000.073,+00.0253,+00.0543,+00.2643,+01.095,-00.004,-09.551,-00.000681,+00.000284,-00.000031*6A"
267,10.680057780000425,vn200,VNYMR,-83.459,6.62,0.072,0.0255,0.0543,0.2631,1.1,-0.006,-9.529,-0.000229,4.4e-05,-0.000446,,,,,,,,,,"$VNYMR,-083.459,+006.620,+000.072,+00.0255,+00.0543,+00.2631,+01.100,-00.006,-09.529,-00.000229,+00.000044,-00.000446*64"
268,10.720057997001277,vn200,VNYMR,-83.46,6.619,0.072,0.0262,0.0541,0.2638,1.094,-0.006,-9.538,0.001067,0.000253,0.000267,,,,,,,,,,"$VNYMR,-083.460,+006.619,+000.072,+00.0262,+00.0541,+00.2638,+01.094,-00.006,-09.538,+00.001067,+00.000253,+00.000267*6F"
269,10.760057825000331,vn200,VNYMR,-83.46,6.618,0.072,0.0253,0.0548,0.2624,1.107,-0.024,-9.532,-0.000428,0.00035,-0.000315,,,,,,,,,,"$VNYMR,-083.460,+006.618,+000.072,+00.0253,+00.0548,+00.2624,+01.107,-00.024,-09.532,-00.000428,+00.000350,-00.000315*61"
270,10.800057449001542,vn200,VNYMR,-83.461,6.619,0.072,0.0271,0.0531,0.2629,1.124,0.005,-9.508,7e-06,-0.000264,-0.000189,,,,,,,,,,"$VNYMR,-083.461,+006.619,+000.072,+00.0271,+00.0531,+00.2629,+01.124,+00.005,-09.508,+00.000007,-00.000264,-00.000189*67"
271,10.840056869999898,vn200,VNYMR,-83.46,6.619,0.071,0.0257,0.0533,0.2631,1.099,-0.009,-9.52,0.00012,-0.000438,0.000147,,,,,,,,,,"$VNYMR,-083.460,+006.619,+000.071,+00.0257,+00.0533,+00.2631,+01.099,-00.009,-09.520,+00.000120,-00.000438,+00.000147*62"
272,10.880057661001047,vn200,VNYMR,-83.46,6.62,0.07,0.0246,0.0536,0.2643,1.113,-0.033,-9.541,-0.00042,8e-06,1.9e-05,,,,,,,,,,"$VNYMR,-083.460,+006.620,+000.070,+00.0246,+00.0536,+00.2643,+01.113,-00.033,-09.541,-00.000420,+00.000008,+00.000019*6C"
273,10.920057582001391,vn200,VNYMR,-83.46,6.62,0.07,0.0257,0.0546,0.2655,1.104,-0.009,-9.543,-0.000128,-0.000259,-0.000585,,,,,,,,,,"$VNYMR,-083.460,+006.620,+000.070,+00.0257,+00.0546,+00.2655,+01.104,-00.009,-09.543,-00.000128,-00.000259,-00.000585*6A"
274,10.960056261001228,vn200,VNYMR,-83.459,6.62,0.07,0.026,0.0543,0.2646,1.121,-0.014,-9.545,-0.000661,0.00039,0.000428,,,,,,,,,,"$VNYMR,-083.459,+006.620,+000.070,+00.0260,+00.0543,+00.2646,+01.121,-00.014,-09.545,-00.000661,+00.000390,+00.000428*66"
275,11.000054497000747,vn200,VNYMR,-83.46,6.619,0.07,0.0253,0.0541,0.2631,1.108,-0.009,-9.56,0.000826,-0.00034,0.00062,,,,,,,,,,"$VNYMR,-083.460,+006.619,+000.070,+00.0253,+00.0541,+00.2631,+01.108,-00.009,-09.560,+00.000826,-00.000340,+00.000620*6E"
276,11.040056028001345,vn200,VNYMR,-83.459,6.619,0.071,0.0262,0.0531,0.2634,1.124,-0.018,-9.547,6e-05,-0.000451,0.001174,,,,,,,,,,"$VNYMR,-083.459,+006.619,+000.071,+00.0262,+00.0531,+00.2634,+01.124,-00.018,-09.547,+00.000060,-00.000451,+00.001174*64"
277,11.080057208000653,vn200,VNYMR,-83.46,6.618,0.07,0.0269,0.0546,0.2641,1.095,-0.017,-9.498,0.000322,0.00015,0.000351,,,,,,,,,,"$VNYMR,-083.460,+006.618,+000.070,+00.0269,+00.0546,+00.2641,+01.095,-00.017,-09.498,+00.000322,+00.000150,+00.000351*63"
278,11.120055536001018,vn200,VNYMR,-83.459,6.618,0.071,0.0262,0.0526,0.2655,1.125,-0.006,-9.529,-0.000488,0.00059,0.000788,,,,,,,,,,"$VNYMR,-083.459,+006.618,+000.071,+00.0262,+00.0526,+00.2655,+01.125,-00.006,-09.529,-00.000488,+00.000590,+00.000788*68"
279,11.160058512001342,vn200,VNYMR,-83.46,6.617,0.07,0.0255,0.0546,0.2636,1.118,0.017,-9.527,0.000363,4.3e-05,-0.000207,,,,,,,,,,"$VNYMR,-083.460,+006.617,+000.070,+00.0255,+00.0546,+00.2636,+01.118,+00.017,-09.527,+00.000363,+00.000043,-00.000207*66"
280,11.20006030300101,vn200,VNYMR,-83.462,6.618,0.07,0.0267,0.0548,0.2629,1.121,-0.016,-9.531,-0.000156,4.5e-05,-0.000834,,,,,,,,,,"$VNYMR,-083.462,+006.618,+000.070,+00.0267,+00.0548,+00.2629,+01.121,-00.016,-09.531,-00.000156,+00.000045,-00.000834*6E"
281,11.240057891000106,vn200,VNYMR,-83.463,6.618,0.07,0.0248,0.0548,0.2638,1.094,-0.008,-9.52,-3.5e-05,0.000166,0.000677,,,,,,,,,,"$VNYMR,-083.463,+006.618,+000.070,+00.0248,+00.0548,+00.2638,+01.094,-00.008,-09.520,-00.000035,+00.000166,+00.000677*69"
282,11.2800573479999,vn200,VNYMR,-83.463,6.618,0.07,0.0262,0.0546,0.2638,1.103,0.008,-9.547,-0.000572,8.6e-05,-0.000779,,,,,,,,,,"$VNYMR,-083.463,+006.618,+000.070,+00.0262,+00.0546,+00.2638,+01.103,+00.008,-09.547,-00.000572,+00.000086,-00.000779*67"
283,11.320057009001175,vn200,VNYMR,-83.463,6.618,0.071,0.0255,0.055,0.2653,1.107,-0.009,-9.575,-0.00021,0.000496,0.00084,,,,,,,,,,"$VNYMR,-083.463,+006.618,+000.071,+00.0255,+00.0550,+00.2653,+01.107,-00.009,-09.575,-00.000210,+00.000496,+00.000840*6F"
284,11.360056060000716,vn200,VNYMR,-83.464,6.618,0.071,0.0251,0.0545,0.2631,1.1,-0.002,-9.55,0.000566,-1.1e-05,-3.5e-05,,,,,,,,,,"$VNYMR,-083.464,+006.618,+000.071,+00.0251,+00.0545,+00.2631,+01.100,-00.002,-09.550,+00.000566,-00.000011,-00.000035*66"
285,11.400056184000277,vn200,VNYMR,-83.467,6.618,0.072,0.0262,0.0536,0.2634,1.078,-0.02,-9.529,0.000135,0.00059,-0.000417,,,,,,,,,,"$VNYMR,-083.467,+006.618,+000.072,+00.0262,+00.0536,+00.2634,+01.078,-00.020,-09.529,+00.000135,+00.000590,-00.000417*6B"
286,11.440055512000981,vn200,VNYMR,-83.466,6.618,0.071,0.0267,0.055,0.2629,1.094,-0.002,-9.554,-0.000648,-0.001766,0.000327,,,,,,,,,,"$VNYMR,-083.466,+006.618,+000.071,+00.0267,+00.0550,+00.2629,+01.094,-00.002,-09.554,-00.000648,-00.001766,+00.000327*6D"
287,11.48005558100158,vn200,VNYMR,-83.466,6.616,0.071,0.0265,0.0541,0.2634,1.108,0.008,-9.534,-0.000341,-6.3e-05,-0.000286,,,,,,,,,,"$VNYMR,-083.466,+006.616,+000.071,+00.0265,+00.0541,+00.2634,+01.108,+00.008,-09.534,-00.000341,-00.000063,-00.000286*60"
288,11.520056242001374,vn200,VNYMR,-83.467,6.617,0.069,0.025,0.0538,0.2641,1.106,-0.023,-9.526,-0.000778,0.000164,0.001341,,,,,,,,,,"$VNYMR,-083.467,+006.617,+000.069,+00.0250,+00.0538,+00.2641,+01.106,-00.023,-09.526,-00.000778,+00.000164,+00.001341*62"
289,11.560056199999963,vn200,VNYMR,-83.467,6.617,0.07,0.0258,0.0541,0.2631,1.086,-0.011,-9.543,0.000413,0.000161,0.000604,,,,,,,,,,"$VNYMR,-083.467,+006.617,+000.070,+00.0258,+00.0541,+00.2631,+01.086,-00.011,-09.543,+00.000413,+00.000161,+00.000604*68"
290,11.600055880000582,vn200,VNYMR,-83.468,6.615,0.07,0.0265,0.0548,0.2624,1.102,-0.03,-9.572,0.000116,-0.000828,0.00136,,,,,,,,,,"$VNYMR,-083.468,+006.615,+000.070,+00.0265,+00.0548,+00.2624,+01.102,-00.030,-09.572,+00.000116,-00.000828,+00.001360*6E"
291,11.640055708001455,vn200,VNYMR,-83.468,6.614,0.07,0.0253,0.0553,0.2641,1.111,0.027,-9.544,-0.000234,0.000494,-0.000588,,,,,,,,,,"$VNYMR,-083.468,+006.614,+000.070,+00.0253,+00.0553,+00.2641,+01.111,+00.027,-09.544,-00.000234,+00.000494,-00.000588*6B"
292,11.680056202001651,vn200,VNYMR,-83.466,6.613,0.069,0.0269,0.0534,0.2646,1.072,-0.038,-9.529,-0.000397,-0.000328,0.000952,,,,,,,,,,"$VNYMR,-083.466,+006.613,+000.069,+00.0269,+00.0534,+00.2646,+01.072,-00.038,-09.529,-00.000397,-00.000328,+00.000952*61"
293,11.72005625300153,vn200,VNYMR,-83.466,6.614,0.07,0.0269,0.0543,0.266,1.095,-0.035,-9.523,-0.000495,0.001299,-0.000246,,,,,,,,,,"$VNYMR,-083.466,+006.614,+000.070,+00.0269,+00.0543,+00.2660,+01.095,-00.035,-09.523,-00.000495,+00.001299,-00.000246*65"
294,11.760058062000098,vn200,VNYMR,-83.465,6.613,0.071,0.0251,0.0538,0.2614,1.11,0.009,-9.513,0.000177,-0.000211,0.000247,,,,,,,,,,"$VNYMR,-083.465,+006.613,+000.071,+00.0251,+00.0538,+00.2614,+01.110,+00.009,-09.513,+00.000177,-00.000211,+00.000247*6D"
295,11.800057224001648,vn200,VNYMR,-83.466,6.615,0.071,0.0255,0.0533,0.2622,1.123,-0.014,-9.549,0.000117,2.9e-05,-0.000235,,,,,,,,,,"$VNYMR,-083.466,+006.615,+000.071,+00.0255,+00.0533,+00.2622,+01.123,-00.014,-09.549,+00.000117,+00.000029,-00.000235*6D"
296,11.840055515000131,vn200,VNYMR,-83.465,6.614,0.07,0.0262,0.0531,0.2634,1.099,-0.001,-9.543,-4.4e-05,0.00039,-0.000174,,,,,,,,,,"$VNYMR,-083.465,+006.614,+000.070,+00.0262,+00.0531,+00.2634,+01.099,-00.001,-09.543,-00.000044,+00.000390,-00.000174*67"
297,11.88005641700147,vn200,VNYMR,-83.465,6.614,0.071,0.0258,0.0538,0.2629,1.105,-0.006,-9.525,0.000845,-0.000187,3.1e-05,,,,,,,,,,"$VNYMR,-083.465,+006.614,+000.071,+00.0258,+00.0538,+00.2629,+01.105,-00.006,-09.525,+00.000845,-00.000187,+00.000031*62"
298,11.92005644800156,vn200,VNYMR,-83.466,6.616,0.072,0.0255,0.0546,0.2629,1.095,-0.001,-9.578,0.000795,0.000574,0.000995,,,,,,,,,,"$VNYMR,-083.466,+006.616,+000.072,+00.0255,+00.0546,+00.2629,+01.095,-00.001,-09.578,+00.000795,+00.000574,+00.000995*68"
299,11.960055795001608,vn200,VNYMR,-83.467,6.616,0.073,0.026,0.0546,0.2619,1.127,-0.026,-9.53,0.000454,0.000288,-0.000998,,,,,,,,,,"$VNYMR,-083.467,+006.616,+000.073,+00.0260,+00.0546,+00.2619,+01.127,-00.026,-09.530,+00.000454,+00.000288,-00.000998*6D"
300,12.000056382001276,vn200,VNYMR,-83.467,6.615,0.072,0.0262,0.0529,0.2648,1.1,-0.002,-9.524,-0.000531,9.1e-05,-0.000581,,,,,,,,,,"$VNYMR,-083.467,+006.615,+000.072,+00.0262,+00.0529,+00.2648,+01.100,-00.002,-09.524,-00.000531,+00.000091,-00.000581*6C"
301,12.040057617999992,vn200,VNYMR,-83.467,6.616,0.072,0.0258,0.0548,0.2622,1.117,-0.011,-9.513,0.000267,0.001461,0.001146,,,,,,,,,,"$VNYMR,-083.467,+006.616,+000.072,+00.0258,+00.0548,+00.2622,+01.117,-00.011,-09.513,+00.000267,+00.001461,+00.001146*6D"
302,12.080056668000907,vn200,VNYMR,-83.465,6.617,0.075,0.0257,0.0531,0.265,1.103,-0.022,-9.511,0.000965,-0.000202,-0.000494,,,,,,,,,,"$VNYMR,-083.465,+006.617,+000.075,+00.0257,+00.0531,+00.2650,+01.103,-00.022,-09.511,+00.000965,-00.000202,-00.000494*6A"
303,12.120055385001251,vn200,VNYMR,-83.465,6.616,0.075,0.0257,0.0536,0.2638,1.106,-0.031,-9.556,-0.000508,-0.000661,-0.000294,,,,,,,,,,"$VNYMR,-083.465,+006.616,+000.075,+00.0257,+00.0536,+00.2638,+01.106,-00.031,-09.556,-00.000508,-00.000661,-00.000294*60"
304,12.160056472001088,vn200,VNYMR,-83.464,6.615,0.074,0.0255,0.0538,0.2634,1.107,-0.013,-9.539,9.2e-05,-0.000448,0.000437,,,,,,,,,,"$VNYMR,-083.464,+006.615,+000.074,+00.0255,+00.0538,+00.2634,+01.107,-00.013,-09.539,+00.000092,-00.000448,+00.000437*6B"
305,12.200060911000037,vn200,VNYMR,-83.465,6.615,0.074,0.0262,0.0533,0.2636,1.11,-0.025,-9.526,-0.000209,-2.5e-05,-0.000216,,,,,,,,,,"$VNYMR,-083.465,+006.615,+000.074,+00.0262,+00.0533,+00.2636,+01.110,-00.025,-09.526,-00.000209,-00.000025,-00.000216*60"
306,12.240058202,vn200,VNYMR,-83.465,6.615,0.074,0.0262,0.0548,0.2643,1.118,0.0,-9.537,-0.000326,0.000155,-0.000724,,,,,,,,,,"$VNYMR,-083.465,+006.615,+000.074,+00.0262,+00.0548,+00.2643,+01.118,+00.000,-09.537,-00.000326,+00.000155,-00.000724*6F"
307,12.28005604900136,vn200,VNYMR,-83.465,6.615,0.073,0.025,0.0531,0.265,1.101,0.001,-9.541,-0.000125,0.000396,-0.000438,,,,,,,,,,"$VNYMR,-083.465,+006.615,+000.073,+00.0250,+00.0531,+00.2650,+01.101,+00.001,-09.541,-00.000125,+00.000396,-00.000438*6F"
308,12.32005561799997,vn200,VNYMR,-83.464,6.617,0.073,0.0267,0.0546,0.2636,1.112,-0.038,-9.541,0.000115,0.000676,-0.000958,,,,,,,,,,"$VNYMR,-083.464,+006.617,+000.073,+00.0267,+00.0546,+00.2636,+01.112,-00.038,-09.541,+00.000115,+00.000676,-00.000958*63"
309,12.360055761000694,vn200,VNYMR,-83.463,6.617,0.072,0.0265,0.0543,0.2638,1.098,-0.016,-9.573,-0.000919,-0.00021,-0.000945,,,,,,,,,,"$VNYMR,-083.463,+006.617,+000.072,+00.0265,+00.0543,+00.2638,+01.098,-00.016,-09.573,-00.000919,-00.000210,-00.000945*6E"
310,12.400056274000235,vn200,VNYMR,-83.463,6.617,0.072,0.0253,0.0545,0.2629,1.102,-0.033,-9.514,0.000906,0.001019,0.001713,,,,,,,,,,"$VNYMR,-083.463,+006.617,+000.072,+00.0253,+00.0545,+00.2629,+01.102,-00.033,-09.514,+00.000906,+00.001019,+00.001713*67"
311,12.440055639001002,vn200,VNYMR,-83.464,6.616,0.072,0.026,0.0538,0.2636,1.11,-0.032,-9.555,-3.5e-05,0.000146,0.000731,,,,,,,,,,"$VNYMR,-083.464,+006.616,+000.072,+00.0260,+00.0538,+00.2636,+01.110,-00.032,-09.555,-00.000035,+00.000146,+00.000731*66"
312,12.480055634001474,vn200,VNYMR,-83.465,6.615,0.072,0.0264,0.0531,0.2627,1.106,-0.027,-9.54,0.000404,0.000296,0.000735,,,,,,,,,,"$VNYMR,-083.465,+006.615,+000.072,+00.0264,+00.0531,+00.2627,+01.106,-00.027,-09.540,+00.000404,+00.000296,+00.000735*64"
313,12.520056277000549,vn200,VNYMR,-83.465,6.615,0.073,0.0253,0.0555,0.2624,1.111,-0.018,-9.584,0.000843,-0.000171,-0.001314,,,,,,,,,,"$VNYMR,-083.465,+006.615,+000.073,+00.0253,+00.0555,+00.2624,+01.111,-00.018,-09.584,+00.000843,-00.000171,-00.001314*61"
314,12.560056234000513,vn200,VNYMR,-83.463,6.615,0.074,0.0255,0.0543,0.2646,1.102,-0.018,-9.541,0.000517,0.001706,0.000273,,,,,,,,,,"$VNYMR,-083.463,+006.615,+000.074,+00.0255,+00.0543,+00.2646,+01.102,-00.018,-09.541,+00.000517,+00.001706,+00.000273*64"
315,12.600056155000857,vn200,VNYMR,-83.462,6.617,0.074,0.026,0.0536,0.2626,1.102,-0.027,-9.537,0.000188,-0.000517,0.000305,,,,,,,,,,"$VNYMR,-083.462,+006.617,+000.074,+00.0260,+00.0536,+00.2626,+01.102,-00.027,-09.537,+00.000188,-00.000517,+00.000305*6F"
316,12.640055556999869,vn200,VNYMR,-83.461,6.617,0.075,0.026,0.0536,0.2643,1.112,0.0,-9.55,0.000976,0.000267,0.000412,,,,,,,,,,"$VNYMR,-083.461,+006.617,+000.075,+00.0260,+00.0536,+00.2643,+01.112,+00.000,-09.550,+00.000976,+00.000267,+00.000412*63"
317,12.680056182000044,vn200,VNYMR,-83.461,6.617,0.076,0.0262,0.0529,0.2648,1.109,-0.013,-9.563,0.000118,6.9e-05,0.000557,,,,,,,,,,"$VNYMR,-083.461,+006.617,+000.076,+00.0262,+00.0529,+00.2648,+01.109,-00.013,-09.563,+00.000118,+00.000069,+00.000557*65"
318,12.720056288000706,vn200,VNYMR,-83.461,6.619,0.074,0.0255,0.0541,0.2631,1.133,0.005,-9.513,-0.000242,0.000257,0.000899,,,,,,,,,,"$VNYMR,-083.461,+006.619,+000.074,+00.0255,+00.0541,+00.2631,+01.133,+00.005,-09.513,-00.000242,+00.000257,+00.000899*68"
319,12.760055782000563,vn200,VNYMR,-83.46,6.621,0.075,0.0258,0.055,0.2626,1.092,-0.023,-9.537,-0.000448,0.000843,0.000742,,,,,,,,,,"$VNYMR,-083.460,+006.621,+000.075,+00.0258,+00.0550,+00.2626,+01.092,-00.023,-09.537,-00.000448,+00.000843,+00.000742*6C"
320,12.80005614700167,vn200,VNYMR,-83.46,6.621,0.074,0.0265,0.0548,0.2641,1.098,-0.015,-9.543,0.000941,-0.000649,-0.001283,,,,,,,,,,"$VNYMR,-083.460,+006.621,+000.074,+00.0265,+00.0548,+00.2641,+01.098,-00.015,-09.543,+00.000941,-00.000649,-00.001283*68"
321,12.840056105000258,vn200,VNYMR,-83.459,6.622,0.075,0.0258,0.0538,0.2626,1.111,-0.01,-9.507,-0.000429,0.001004,-6.1e-05,,,,,,,,,,"$VNYMR,-083.459,+006.622,+000.075,+00.0258,+00.0538,+00.2626,+01.111,-00.010,-09.507,-00.000429,+00.001004,-00.000061*6F"
322,12.880056341000454,vn200,VNYMR,-83.459,6.622,0.076,0.0258,0.055,0.2631,1.092,0.005,-9.539,0.000634,0.000469,-0.001186,,,,,,,,,,"$VNYMR,-083.459,+006.622,+000.076,+00.0258,+00.0550,+00.2631,+01.092,+00.005,-09.539,+00.000634,+00.000469,-00.001186*6E"
323,12.920056076000037,vn200,VNYMR,-83.459,6.621,0.077,0.0262,0.0541,0.2646,1.107,-0.012,-9.541,0.000197,0.000163,0.000259,,,,,,,,,,"$VNYMR,-083.459,+006.621,+000.077,+00.0262,+00.0541,+00.2646,+01.107,-00.012,-09.541,+00.000197,+00.000163,+00.000259*60"
324,12.960056108000572,vn200,VNYMR,-83.459,6.621,0.076,0.0262,0.0538,0.2629,1.115,-0.006,-9.534,-0.000821,-0.000113,0.000986,,,,,,,,,,"$VNYMR,-083.459,+006.621,+000.076,+00.0262,+00.0538,+00.2629,+01.115,-00.006,-09.534,-00.000821,-00.000113,+00.000986*68"
325,13.000056232000134,vn200,VNYMR,-83.46,6.622,0.076,0.026,0.0543,0.2648,1.115,-0.016,-9.533,-0.000156,-0.000475,5.6e-05,,,,,,,,,,"$VNYMR,-083.460,+006.622,+000.076,+00.0260,+00.0543,+00.2648,+01.115,-00.016,-09.533,-00.000156,-00.000475,+00.000056*66"
326,13.040057820000584,vn200,VNYMR,-83.46,6.621,0.076,0.0255,0.0536,0.2624,1.088,-0.017,-9.562,-0.000132,0.000722,0.000586,,,,,,,,,,"$VNYMR,-083.460,+006.621,+000.076,+00.0255,+00.0536,+00.2624,+01.088,-00.017,-09.562,-00.000132,+00.000722,+00.000586*66"
327,13.080055481001182,vn200,VNYMR,-83.46,6.621,0.076,0.026,0.0533,0.2629,1.118,-0.005,-9.514,-0.001259,-0.00018,0.000429,,,,,,,,,,"$VNYMR,-083.460,+006.621,+000.076,+00.0260,+00.0533,+00.2629,+01.118,-00.005,-09.514,-00.001259,-00.000180,+00.000429*61"
328,13.120056587000363,vn200,VNYMR,-83.461,6.622,0.074,0.026,0.0548,0.2626,1.11,-0.022,-9.524,-0.001353,0.000636,-0.000994,,,,,,,,,,"$VNYMR,-083.461,+006.622,+000.074,+00.0260,+00.0548,+00.2626,+01.110,-00.022,-09.524,-00.001353,+00.000636,-00.000994*66"
329,13.16005643400058,vn200,VNYMR,-83.461,6.622,0.073,0.026,0.0526,0.2648,1.101,-0.008,-9.51,6.1e-05,-0.000564,-0.000746,,,,,,,,,,"$VNYMR,-083.461,+006.622,+000.073,+00.0260,+00.0526,+00.2648,+01.101,-00.008,-09.510,+00.000061,-00.000564,-00.000746*68"
330,13.200062391000756,vn200,VNYMR,-83.461,6.624,0.075,0.0272,0.0541,0.2634,1.11,-0.015,-9.528,-1.8e-05,-0.000595,-0.000506,,,,,,,,,,"$VNYMR,-083.461,+006.624,+000.075,+00.0272,+00.0541,+00.2634,+01.110,-00.015,-09.528,-00.000018,-00.000595,-00.000506*66"
331,13.240058201001375,vn200,VNYMR,-83.461,6.624,0.075,0.0255,0.0541,0.2638,1.113,-0.018,-9.548,-0.000895,0.000313,0.000365,,,,,,,,,,"$VNYMR,-083.461,+006.624,+000.075,+00.0255,+00.0541,+00.2638,+01.113,-00.018,-09.548,-00.000895,+00.000313,+00.000365*61"
